-0.345892	0.816054	-0.174223	0.825282	-0.562057	0.613125	0.694344	0.699492	 Negative
-0.994130	0.754810	-0.694742	-0.836461	-0.925854	-0.060018	-0.922437	-0.548394	 Negative
-0.509790	0.387522	0.214599	0.825178	-0.064339	0.254365	-0.817364	-0.611252	 Negative
0.999680	0.659977	0.998736	-0.636276	0.132963	-0.256570	-0.395220	0.713603	 Positive
-0.926743	-0.402136	0.620418	-0.069745	-0.398282	0.630205	0.942005	-0.267983	 Negative
-0.201996	-0.660000	-0.772227	0.382421	0.607877	0.445998	0.700492	0.548465	 Negative
-0.416053	-0.107085	-0.512990	0.505785	0.969225	0.165706	-0.769052	-0.789567	 Negative
0.690126	-0.565086	-0.562243	-0.351909	-0.537832	-0.198004	0.263633	-0.580647	 Positive
-0.952192	-0.228866	0.368178	0.105325	-0.142846	0.741307	0.036996	0.672996	 Negative
0.499088	0.126854	-0.052119	-0.748855	0.213025	-0.903403	-0.787919	-0.088917	 Positive
0.150234	0.379307	-0.744387	-0.807234	-0.272652	0.054376	-0.203986	-0.770790	 Positive
-0.020565	0.431978	-0.675502	-0.331329	-0.598454	-0.465307	0.249390	0.029144	 Negative
0.048382	0.531137	-0.085730	-0.402483	-0.478044	-0.249786	0.058367	0.451847	 Positive
0.160426	-0.105588	0.606419	0.389982	0.029297	0.991439	-0.360136	-0.440475	 Positive
-0.976030	-0.355233	-0.232917	0.109623	0.460734	-0.256325	0.537218	-0.308514	 Negative
-0.694685	0.146688	0.151484	-0.934364	0.016479	0.848060	0.861640	0.895479	 Negative
-0.234999	0.747768	0.238331	-0.288473	-0.104351	0.504925	0.769709	-0.653376	 Negative
0.809059	0.292178	0.581333	0.080194	0.379096	-0.392083	0.061087	-0.233202	 Positive
-0.351699	0.938930	-0.190624	-0.824233	0.911988	0.812706	0.208497	-0.013458	 Negative
-0.829455	0.401157	0.322358	0.867222	0.017199	-0.743098	0.880953	-0.245919	 Negative
-0.514743	0.434703	-0.587239	-0.817534	-0.488987	-0.296672	-0.125974	0.742263	 Negative
0.101769	-0.128936	0.566091	0.234648	0.002347	0.338762	0.397863	-0.399790	 Positive
-0.401925	-0.412863	-0.961025	0.172765	0.981031	-0.139742	-0.265027	-0.098713	 Negative
0.463397	-0.895198	0.844593	-0.551055	0.864204	-0.096330	-0.462062	-0.731237	 Positive
-0.883041	0.389430	0.748622	-0.120178	0.602297	-0.643421	0.289738	-0.536201	 Negative
-0.128693	0.949780	-0.599703	0.694971	0.546240	-0.516342	-0.467836	0.783238	 Negative
0.515990	-0.907326	0.862609	-0.332332	0.322709	0.005530	0.993396	0.451660	 Positive
-0.814377	-0.693480	0.240209	-0.607439	0.549329	0.530327	0.080308	-0.984571	 Negative
-0.258836	0.544935	-0.489078	0.141980	0.406669	0.798214	0.208905	0.304495	 Negative
-0.670842	0.466564	-0.191535	-0.698873	-0.919240	-0.133215	0.714886	0.648790	 Negative
0.800336	-0.264894	0.827617	-0.578023	0.709390	0.788566	-0.538850	0.758763	 Positive
-0.481547	-0.453768	0.650432	-0.663981	-0.365136	0.825067	0.759388	-0.801304	 Negative
0.914882	0.888895	-0.304217	0.666717	-0.170239	0.472186	-0.740219	0.453222	 Positive
-0.173784	-0.750692	0.505119	0.104279	0.851539	0.318682	0.540015	-0.939012	 Negative
0.650396	0.925876	0.894158	-0.768547	0.179510	-0.329601	0.913471	-0.642389	 Positive
-0.612510	-0.009601	0.911021	0.503386	0.911445	-0.607666	0.933123	0.149379	 Negative
0.347151	0.405282	0.267131	-0.288792	0.745372	-0.011605	-0.778349	0.544812	 Positive
0.438664	0.533465	-0.641071	0.268830	-0.168371	-0.348066	-0.337214	0.398946	 Positive
-0.505724	-0.529073	-0.610843	0.590596	-0.325420	0.673316	-0.782206	0.631248	 Negative
0.555416	0.772740	-0.938656	0.417769	0.098768	-0.710853	-0.789615	0.736929	 Positive
-0.458941	0.130087	0.368269	-0.074101	0.540053	0.477268	0.131669	-0.751503	 Negative
-0.572126	-0.753166	-0.473466	-0.323054	-0.778958	0.045182	-0.006739	0.938782	 Negative
-0.537515	-0.802724	-0.387951	0.737503	-0.687201	0.359570	-0.866823	-0.313644	 Negative
0.605974	0.931392	-0.950658	0.673127	-0.222042	-0.274967	-0.293723	0.574840	 Positive
0.188585	0.099686	-0.423181	-0.581256	0.608751	0.824005	0.938694	-0.922418	 Positive
-0.977949	-0.794687	0.964825	0.003039	-0.767648	0.834834	-0.396730	-0.819209	 Negative
0.863572	0.398679	-0.743815	0.862377	-0.371795	-0.459350	-0.795176	0.861502	 Positive
0.362080	-0.347002	-0.240626	-0.565152	0.207057	-0.097007	-0.723159	-0.446903	 Positive
-0.473642	-0.414190	0.686550	0.126429	0.435919	-0.977887	-0.791310	-0.640337	 Negative
-0.746098	-0.906932	0.195163	0.484991	0.508951	-0.291437	-0.562310	0.094597	 Negative
0.896364	-0.642145	0.220188	-0.701516	-0.921858	-0.898697	0.754732	-0.006341	 Positive
0.611843	-0.826575	0.346952	0.419010	0.514136	0.993319	-0.215677	0.915993	 Positive
-0.189432	0.062675	-0.872182	-0.861045	-0.264511	0.394076	-0.421821	0.074394	 Negative
0.225721	-0.195252	0.359803	0.133201	-0.236437	0.102140	0.562626	0.609148	 Positive
0.177015	-0.024477	-0.357759	0.847578	-0.385629	0.744631	-0.193370	0.792750	 Positive
-0.837706	0.237080	-0.633947	0.094855	0.291640	0.119772	-0.304677	0.757876	 Negative
-0.426036	-0.766264	0.648574	0.704951	-0.971922	-0.660515	0.211394	-0.029722	 Negative
-0.636573	-0.102355	-0.131029	-0.416136	0.054774	-0.521986	-0.816211	-0.256513	 Negative
-0.119194	-0.904490	0.043959	-0.760801	-0.892952	-0.169815	-0.598270	-0.422070	 Negative
-0.319632	0.286100	-0.642242	-0.884827	-0.330184	-0.856242	-0.069470	-0.126891	 Negative
-0.385637	0.003184	-0.825337	0.760554	-0.987744	0.189815	0.554637	-0.141508	 Negative
0.296281	-0.563617	-0.432697	0.623438	-0.380402	-0.843722	0.451743	0.464895	 Positive
-0.687328	-0.004250	-0.237733	-0.990895	-0.163126	-0.001911	0.635898	0.217354	 Negative
-0.111162	-0.210605	0.481581	0.103421	0.658563	-0.232655	0.474768	-0.408745	 Negative
0.024263	-0.811768	-0.813795	-0.467682	0.564142	-0.292533	-0.404576	0.917122	 Positive
0.088579	-0.071893	0.321243	-0.795376	0.919944	0.896293	0.838289	0.269249	 Positive
-0.645199	-0.752422	-0.306144	-0.603773	-0.511235	0.050071	-0.656936	-0.361393	 Negative
0.090891	-0.974812	-0.491789	0.999634	-0.417470	0.789532	-0.637844	0.663709	 Positive
0.294738	-0.916996	0.530804	0.603589	0.830859	-0.803870	0.298967	-0.384177	 Positive
-0.794715	-0.324199	-0.009879	0.592788	-0.945194	0.572859	0.371148	0.633550	 Negative
-0.591279	-0.195999	0.989595	-0.946463	-0.698015	0.763009	-0.154438	0.258846	 Negative
0.379445	0.898679	0.468350	-0.140471	0.538717	0.961315	-0.344535	-0.760360	 Positive
-0.872438	-0.258865	0.493310	0.081358	-0.331606	0.707070	0.633842	-0.425119	 Negative
0.534555	0.898590	0.033818	0.682469	-0.560728	-0.441304	0.712768	-0.349662	 Positive
-0.444583	-0.765201	0.215199	0.983725	0.070304	-0.605676	-0.986026	-0.209790	 Negative
-0.420048	-0.297236	-0.777799	-0.500719	0.535415	0.114630	-0.517133	0.558459	 Negative
-0.669215	-0.277367	-0.351927	0.093759	-0.394219	-0.832628	-0.450893	0.945636	 Negative
-0.205501	0.587990	0.326544	0.756378	-0.012582	-0.891719	-0.728149	-0.683698	 Negative
-0.844759	0.224228	-0.365340	-0.070198	-0.836211	-0.308578	-0.138602	-0.787880	 Negative
